,data_index,created_at,post_id,user_id,user_name,screen_name,user_location,profile_url,profile_description,quote_count,reply_count,retweet_count,favorite_count,lang,followers_count,verified,friends_count,listed_count,statuses_count,profile_created_at,profile_image_url,media_url,retweeted_media_url,profile,google_entities,spam,clean
72,72,Fri Oct 01 11:00:09 +0000 2021,1443893491021517056,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,4,122,184,2669,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/tweet_video_thumb/FAm9dMvWEAM8fTk.jpg,,OfficialPLT,"{'google_entities_name': ['https://t.co/sxkkUgkpnw', 'tweet', 'October 1st', '1'], 'google_entities_type': ['OTHER', 'WORK_OF_ART', 'DATE', 'NUMBER']}",0,It's October st LIKE this tweet to WIN a Halloween Beauty Box
74,74,Fri Oct 01 07:00:03 +0000 2021,1443833070466052096,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,0,0,1,30,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAmGhmKXMCcl5fW.jpg,,OfficialPLT,"{'google_entities_name': ['EVERYTHING', 'CLEAR10 👉 https://t.co/fflM2eNRU7', '&amp', 'Excl Beauty', '10'], 'google_entities_type': ['OTHER', 'OTHER', 'PERSON', 'OTHER', 'NUMBER']}",0,CLEARPAY DAY GET AN EXTRA  OFF EVERYTHING USE CODE: CLEAR10 *Excl Beauty &amp; New In This Week*
77,77,Thu Sep 30 16:38:20 +0000 2021,1443616210160165120,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,30,12,520,3634,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAjBKKuXsAc6aJE.jpg,,OfficialPLT,"{'google_entities_name': ['Wedding Anniversary', 'Justin &amp', 'Hailey Bieber 🖤 https://t.co/PCRtxPBDrl'], 'google_entities_type': ['EVENT', 'PERSON', 'PERSON']}",0,Happy Wedding Anniversary to Justin &amp; Hailey Bieber
79,79,Thu Sep 30 15:56:02 +0000 2021,1443605566224470016,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,2,5,25,252,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAi3nEyXEAEGu9o.jpg,,OfficialPLT,"{'google_entities_name': ['series', 'Netflix', '#SquidGame'], 'google_entities_type': ['WORK_OF_ART', 'ORGANIZATION', 'OTHER']}",1,The best Netflix series at the moment... squid game
82,82,Thu Sep 30 07:00:03 +0000 2021,1443470682399120896,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,0,0,1,56,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAg87hKXoAEXN0c.jpg,,OfficialPLT,"{'google_entities_name': ['TREND'], 'google_entities_type': ['OTHER']}",0,STAY ON TREND Shop all NEW IN here
88,88,Wed Sep 29 07:00:04 +0000 2021,1443108297549221888,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,0,0,5,57,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAbzVt6X0AEx61h.jpg,,OfficialPLT,"{'google_entities_name': ['REDUCTIONS', 'everything', 'https://t.co/heqhWIsask', 'Excl Beauty &amp', '70'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'ORGANIZATION', 'NUMBER']}",0,FINAL REDUCTIONS Shop up to  off everything Excl Beauty &amp; New In This Week
90,90,Tue Sep 28 18:40:00 +0000 2021,1442922052894085120,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,1,1,3,116,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAZJ9LDUYAAD7lE.jpg,,OfficialPLT,"{'google_entities_name': ['Candles', 'HOMEWARE', 'Games', 'latest'], 'google_entities_type': ['CONSUMER_GOOD', 'OTHER', 'EVENT', 'OTHER']}",0,NEW IN HOMEWARE From Candles to Games Check the latest in here
92,92,Tue Sep 28 16:00:06 +0000 2021,1442881815291760896,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,2,5,63,856,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAYlWi5X0AERUW6.jpg,,OfficialPLT,"{'google_entities_name': ['post', 'burger', '@__mini.', '4'], 'google_entities_type': ['WORK_OF_ART', 'OTHER', 'OTHER', 'NUMBER']}",0,A post to make you smile (.burger)
93,93,Tue Sep 28 13:13:23 +0000 2021,1442839857760542976,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,2,3,10,117,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAX_J78XMAAlfrj.jpg,,OfficialPLT,"{'google_entities_name': ['SCREAMS', 'HOUSE', 'season', 'costumes', 'Halloween', 'Trick or Treat', 'things', 'https://t.co/Xysv2x7P8i https://t.co/GQVEfnDmu6'], 'google_entities_type': ['OTHER', 'ORGANIZATION', 'EVENT', 'OTHER', 'EVENT', 'WORK_OF_ART', 'OTHER', 'OTHER']}",0,"HOUSE OF SCREAMS Get ready to SLAY this Halloween season in costumes made to be best dressed Whether youre wanting to Trick or Treat , we got the fit for you Shop all things Halloween"
94,94,Tue Sep 28 08:50:18 +0000 2021,1442773653058359040,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,0,2,9,78,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAXC-rTX0AAGeZw.jpg,,OfficialPLT,"{'google_entities_name': ['PRETTYLITTLETHING', 'Hair Accessories', 'link', 'https://t.co/cWj4P0rMnB https://t.co/vKVqgKELPN'], 'google_entities_type': ['OTHER', 'CONSUMER_GOOD', 'OTHER', 'OTHER']}",0,PRETTYLITTLETHING Hair Accessories Shop through this link
95,95,Tue Sep 28 07:00:03 +0000 2021,1442745903849352960,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,0,2,8,84,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAWpwNnWEAIlBE-.jpg,,OfficialPLT,"{'google_entities_name': ['everything', 'Excl Beauty &amp', '60'], 'google_entities_type': ['OTHER', 'ORGANIZATION', 'NUMBER']}",0,Shop up to  off everything Excl Beauty &amp; New In This Week
96,96,Mon Sep 27 21:00:05 +0000 2021,1442594917587422976,418806465,PrettyLittleThing,OfficialPLT,,https://bit.ly/2VugCqp,Celebrating #EveryBODYinPLT 💖 Have a query? 👉 @OfficialPLT_CS ✨ Shop PLT x Teyana Taylor NYFW below 🔥,1,1,6,76,en,502346,True,589,327,45903,Tue Nov 22 16:05:04 +0000 2011,https://pbs.twimg.com/profile_images/1400124073934471168/BsIBOr1Y_normal.jpg,https://pbs.twimg.com/media/FAUgbKnWUAkJZDV.jpg,,OfficialPLT,"{'google_entities_name': ['Instagram Feed', '😱', 'favourite'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER']}",0,Want to shop our Instagram Feed directly?! Shop all your favourite looks here
100,100,Sat Oct 09 18:55:46 +0000 2021,1446912287655153920,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,2,2,63,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBR3DnwUYAI5YYn.jpg,,boohoo,"{'google_entities_name': ['Category', 'vibes', 'https://t.co/6tEWMvaq06', 'https://t.co/tGPzhjRxD1', '6'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER', 'NUMBER']}",0,Category is casual vibes Shop Now: caitlanredding
102,102,Sat Oct 09 15:55:38 +0000 2021,1446866955978170112,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,1,3,19,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBRN0-iUcAE5C0N.jpg,,boohoo,"{'google_entities_name': ['https://t.co/TbGSs13O6H', 'https://t.co/NB5wcBjjNr'], 'google_entities_type': ['OTHER', 'OTHER']}",0,"Weekend, is that you? Shop the blazer: laragiii"
105,105,Sat Oct 09 12:00:30 +0000 2021,1446807784226316032,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,6,7,80,471,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBQYAVhUYAEIXzx.jpg,,boohoo,"{'google_entities_name': ['https://t.co/dTIzUdcgMA', '2021', 'October 2021', '2021', '2021'], 'google_entities_type': ['OTHER', 'DATE', 'DATE', 'NUMBER', 'NUMBER']}",0,Start of : This is going to be my year October :
110,110,Fri Oct 08 18:55:47 +0000 2021,1446549905464431104,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,2,2,62,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBMteObVUAAFLAx.jpg,,boohoo,"{'google_entities_name': ['someone', 'https://t.co/Xl2QiZiQ8B', 'https://t.co/WmKQIk5LPI'], 'google_entities_type': ['PERSON', 'OTHER', 'OTHER']}",0,Did someone say date night? Shop Now: erikalipps
112,112,Fri Oct 08 15:55:41 +0000 2021,1446504579147857920,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,3,2,33,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBMEPuAVgAw3Um3.jpg,,boohoo,"{'google_entities_name': ['coat', '⛈️', 'https://t.co/rQhz3TWQha', 'https://t.co/kRnEkc5CuL'], 'google_entities_type': ['OTHER', 'ORGANIZATION', 'OTHER', 'OTHER']}",0,Weekend... is that you? Shop the coat: lissyroddyy
117,117,Fri Oct 08 11:55:30 +0000 2021,1446444136983265024,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,3,0,35,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBLNRsPUUAQimgR.jpg,,boohoo,"{'google_entities_name': ['collection', '@MadisonBeer', 'https://t.co/ASRLXGZUr0', 'https://t.co/lpc5BElDom'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER']}",0,boohoo x Shop the collection: eirinnmolloy
119,119,Fri Oct 08 09:51:42 +0000 2021,1446412981575717120,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,0,1,17,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBKw760VUAMXoum.jpg,,boohoo,"{'google_entities_name': ['fit', 'https://t.co/ShCMDV863C https://t.co/gOcu0M8pJ2', 'Style', 'Occasion'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'EVENT']}",0,Every fit. Every Style. Every Occasion Shop essential denim now:
120,120,Fri Oct 08 08:03:18 +0000 2021,1446385701378010880,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,7,4,44,299,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBKYIMuXMBAqyZx.jpg,,boohoo,"{'google_entities_name': ['Jesy Nelson', 'Nicki Minaj', 'BOYZ https://t.co/FnDUbgeG61'], 'google_entities_type': ['PERSON', 'PERSON', 'OTHER']}",1,Jesy Nelson x Nicki Minaj has dropped boyz
121,121,Thu Oct 07 18:55:50 +0000 2021,1446187530475343872,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,1,0,46,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBHj5OZVEAUZM3I.jpg,,boohoo,"{'google_entities_name': ['https://t.co/6rvccz8Pxg https://t.co/Fvcq6PpcL4', 'styling', '6', 'two'], 'google_entities_type': ['OTHER', 'OTHER', 'NUMBER', 'NUMBER']}",0,A/W styling for two Shop the set:
122,122,Thu Oct 07 17:00:46 +0000 2021,1446158569737359104,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,4,14,179,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBHJjetVIBQ-i1r.jpg,,boohoo,"{'google_entities_name': ['The Hex Girls'], 'google_entities_type': ['ORGANIZATION']}",0,Was obsessed with The Hex Girls tbh
124,124,Thu Oct 07 15:55:42 +0000 2021,1446142199196884992,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,0,0,20,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBG6qieUUAEP5RT.jpg,,boohoo,"{'google_entities_name': ['blueprint', 'https://t.co/iBaUiPdlQc', 'https://t.co/C1vK5zMC5y'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER']}",0,The blueprint Shop the look: berniecelina
125,125,Thu Oct 07 15:00:43 +0000 2021,1446128359663037952,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,1,1,23,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBGuER7UUAkaoj5.jpg,,boohoo,"{'google_entities_name': ['Demand', 'jacket', 'https://t.co/QG08kGNymS https://t.co/ACnp8S25TP', '30'], 'google_entities_type': ['OTHER', 'CONSUMER_GOOD', 'OTHER', 'NUMBER']}",0,In Demand Shop the jacket now with  off:
127,127,Thu Oct 07 14:00:40 +0000 2021,1446113246658715904,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,3,2,49,363,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBGgU1hVIAAiKEi.jpg,,boohoo,"{'google_entities_name': ['movies'], 'google_entities_type': ['WORK_OF_ART']}",0,These movies made me who I am
128,128,Thu Oct 07 12:55:35 +0000 2021,1446096869407396096,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,2,2,2,38,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBGRcAMVQAcpNvO.jpg,,boohoo,"{'google_entities_name': ['green', 'https://t.co/8qHCjb8n5B', '8'], 'google_entities_type': ['OTHER', 'OTHER', 'NUMBER']}",0,It's the green for me Shop Now: stripesfreakgirl
129,129,Thu Oct 07 12:20:22 +0000 2021,1446088006826402048,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,2,3,23,413,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBGJYHjXoBI0s2E.jpg,,boohoo,"{'google_entities_name': ['contactless payments', 'SquidGame https://t.co/bv60IZd1Nq'], 'google_entities_type': ['OTHER', 'OTHER']}",1,When all the contactless payments hit at once squid game
131,131,Thu Oct 07 11:00:31 +0000 2021,1446067910984678912,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,1,1,30,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBF3GRfUcAI80ng.jpg,,boohoo,"{'google_entities_name': ['outfits', 'season', 'https://t.co/QzgythkjXi https://t.co/5BgmMVKHQz', '5'], 'google_entities_type': ['OTHER', 'EVENT', 'OTHER', 'NUMBER']}",0,Matching outfits you need Get ready for spooky season here:
132,132,Thu Oct 07 10:10:54 +0000 2021,1446055424810181120,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,2,7,41,479,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBFrvcAXIAIfFh4.jpg,,boohoo,"{'google_entities_name': ['Red Light', 'Green light', 'SquidGame 🚦 https://t.co/hMXGi601Wy'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER']}",1,"Red Light, Green light squid game"
133,133,Thu Oct 07 09:28:13 +0000 2021,1446044685378547968,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,13,14,292,1854,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBFh-ZUVcAI8MKH.jpg,,boohoo,"{'google_entities_name': ['3', '10'], 'google_entities_type': ['NUMBER', 'NUMBER']}",0,Me with hours sleep VS me with hours sleep
134,134,Thu Oct 07 08:06:18 +0000 2021,1446024066889096960,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,0,29,457,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBFO2xWXIAIQ8Xl.jpg,,boohoo,"{'google_entities_name': ['Beyoncé', 'https://t.co/J0YpVWYbAp'], 'google_entities_type': ['PERSON', 'OTHER']}",0,Good morning to Beyonc and Beyonc only
135,135,Wed Oct 06 19:23:12 +0000 2021,1445832029640093952,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,6,10,16,362,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBCgkQ2WYAE8WiX.jpg,,boohoo,"{'google_entities_name': ['Belgian Chocolate', 'Hazelnut Little Moons', 'https://t.co/VCYZuO7pAl'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER']}",0,Belgian Chocolate &amp; Hazelnut Little Moons newfoodsuk
136,136,Wed Oct 06 18:55:55 +0000 2021,1445825161345729024,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,5,9,87,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBCaUYPUYAU1c1_.jpg,,boohoo,"{'google_entities_name': ['Seasons', 'essentials', 'https://t.co/miyJSCLT9b', 'https://t.co/KnI78Y05Mf'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER', 'OTHER']}",0,Seasons change Shop your Autumn essentials: _honeyshay
138,138,Wed Oct 06 15:55:47 +0000 2021,1445779830469905920,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,1,20,2,32,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBBxF6XVcAEFk0E.jpg,,boohoo,"{'google_entities_name': ['plans', 'https://t.co/Ru5ZDmvPms', 'https://t.co/Jv3AhKF6KU'], 'google_entities_type': ['OTHER', 'OTHER', 'OTHER']}",0,"You make the plans, we'll provide the fit Shop Now: _laurynhughes"
139,139,Wed Oct 06 15:54:41 +0000 2021,1445779553633275904,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,1,2,34,532,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBBw1QPVQBwcIWF.jpg,,boohoo,"{'google_entities_name': ['pics', 'scenes', 'SquidGame https://t.co/KzEPfDc0Ll'], 'google_entities_type': ['WORK_OF_ART', 'WORK_OF_ART', 'OTHER']}",1,These behind the scenes pics squid game
140,140,Wed Oct 06 15:22:19 +0000 2021,1445771409620274944,35773873,boohoo,boohoo,,https://bit.ly/3DtFuPk,#WorldMentalHealthDay resources 👇  Got a query? Tweet @boohoo_cshelp,0,1,1,24,en,558613,True,229,817,50280,Mon Apr 27 15:45:04 +0000 2009,https://pbs.twimg.com/profile_images/1409422026457206785/2WfBOOuP_normal.jpg,https://pbs.twimg.com/media/FBBpbYIUcAwZEbm.jpg,,boohoo,"{'google_entities_name': ['Blair Witch', 'https://t.co/E3gF9s67TK', '1999', '2016', '6', '1999', '2016'], 'google_entities_type': ['WORK_OF_ART', 'PERSON', 'DATE', 'DATE', 'NUMBER', 'NUMBER', 'NUMBER']}",0,th - Blair Witch (1999 / )
